,video_title,view_count,like_count,comment_count,wikipedia_categories,duration_seconds,comments
138,Keane - Somewhere Only We Know ,586887275,4120567.0,94722,"Music, Pop music, Rock music",237.0,"['I am from AOT!! 😢 😭', 'Yes bro we are in 2024 SHUT UP', 'Viral 2024', 'Hi 2024', 'I thought this song is latest 2020 up.\nAny?', 'I’ll see you later…Eren❤️\u200d🩹', 'Anyone in 2040', 'Anyone in 2080?', 'います！', 'Can someone please explain the music video!?']"
139,Lil Wayne - Lollipop ,583909269,2958963.0,101571,"Hip hop music, Music, Pop music",302.0,"['Saudades demais playcenter ❤❤❤❤❤', '2024 للوين❤', 'LEGENDARY', '2024 anyone', 'Ain’t nobody like Mike… ❤ 🤙🏼', 'Bro if lil Wayne had a ghostwriter I know his ghostwriter is hella rich. He came up with some shit only 1 of a kind person could come up with', '""2024"" still jamming', ""Hahaha the beginning of the end of hip hop how the hell did someone that can't even talk be considered a good rapper haha this is funny"", 'FUCK THESE CENSORED MUSIC MAN ITS SO ANNOYING', '2024 ❤']"
140,Ed Sheeran - Bad Habits [Official Video],580193132,4521450.0,149214,"Music, Pop music",241.0,"['🐟🐟🐟😪', 'Me😢', '(1.)Philippians 2:10}that at the name of Jesus every knee should bow things in heaven,things in earth and things under the earth(🖤💛❤️🌜⭐🎱🕸️ hell witchcraft }hell occultism,hell sorcery,hell spell,hell  invocation,hell incantation,hell ritual,hell divination,hell black magic,hell black arts,hell hexes,hell occult science,hell white magic,hell  voo doo 🖤💛❤️🌜⭐🎱🕸️)\n(2.) Hebrew 12:14} follow peace with all men and holiness without which no men shall see the lord} hell witchcraft air temptation, hell witchcraft fire temptation,hell witchcraft water temptation,hell witchcraft earth temptation🖤💛❤️🌜⭐🎱🕸️)\n(3.) Hebrew 4:12}for the word of God is living and active sharper then any double edge sword it to penetrate dividing soul and spirit, joint and marrow it judge thought and attitude of heart>hinduism hell habit, Christian hell habit, romancatholism hell habit,muslim hell habit,chinese hell habit,singh hell habit,Buddhism hell habit, Jehovah witness hell habit,new age hell habit,mormonism hell habit🖤💛❤️🌜⭐🎱🕸️)\n hell🖤💛❤️🌜⭐🎱🕸️\n(1.)Revelation 21:8}But the cowardly, the unbelieving, the vile, the murderers, the sexually immoral, those who practice magic arts, the idolaters and all liars-they will be consigned to the fiery lake of burning sulfur. This is the second death.""\n(2.)Matthew 5:29-30}If your right eye causes you to stumble, gouge it out and throw it away.It is better for you to lose one part of your body than for your whole body to be thrown into hell.And if your right hand causes you to stumble, cut it off and throw it away. It is better for you to lose one part of your body than for your whole body to go into hell.\n(3.)Daniel 12:2-3}Multitudes who sleep in the dust of the earth will awake: some to everlasting life, others to shame and everlasting contempt.Those who are wise will shine like the brightness of the heavens, and those who lead many to righteousness, like the stars for ever and ever.\n(4.)Jude 1:7}In a similar way, Sodom and Gomorrah and the surrounding towns gave themselves up to sexual immorality and perversion. They serve as an example of those who suffer the punishment of eternal fire.\n(5.)Luke 16:23-24}In Hades, where he was in torment, he looked up and saw Abraham far away, with Lazarus by his side.So he called to him, \'Father Abraham,have pity on me and send Lazarus to dip the tip of his finger in water and cool my tongue, because I am in agony in this fire.\'\n(6.)Matthew 10:28}Do not be afraid of those who kill the body but cannot kill the soul. Rather, be afraid of the One who can destroy both soul and body in hell.\n(7.)Revelation 20:14-15}Then death and Hades were thrown into the lake of fire. The lake of fire is the second death.Anyone whose name was not found written in the book of life was thrown into the lake of fire.\n(8.)Matthew 25:46} ""Then they will go away to eternal punishment, but the righteous to eternal life.""\n(9.)2 Thessalonians 1:9}They will be punished with everlasting destruction and shut out from the presence of the Lord and from the glory of his might\n(10.)John 3:16-18}For God so loved the world that he gave his one and only Son, that whoever believes in him shall not perish but have eternal life.For God did not send his Son into the world to condemn the world, but to save the world through him. Whoever believes in him is not condemned, but whoever does not believe stands condemned already because they have not believed in the name of God\'s one and only Son.\n(11.)Matthew 18:9}And if your eye causes you to stumble, gouge it out and throw it away. It is better for you to enter life with one eye than to have two eyes and be thrown into the fire of hell.\n(12.)Psalm 21:8-9}Your hand will lay hold on all your enemies; your right hand will seize your foes.When you appear for battle, you will burn them up as in a blazing furnace. The Lord will swallow them up in his wrath, and his fire will consume them.\n(13.)Matthew 5:29}If your right eye causes you to stumble, gouge it out and throw it away. It is better for you to lose one part of your body than for your whole body to be thrown into hell.\n(14.)Psalm 9:17}The wicked go down to the realm of the dead, all the nations that forget God.\n(15.)Romans 6:23}For the wages of sin is death, but the gift of God is eternal life in Christ Jesus our Lord.\n(16.)John 5:28}Do not be amazed at this, for a time is coming when all who are in their graves will hear his voice\n(17.)Matthew 3:12}His winnowing fork is in his hand, and he will clear his threshing floor, gathering his wheat into the barn and burning up the chaff with unquenchable fire.""\n(18.)Revelation 20:10}And the devil, who deceived them, was thrown into the lake of burning sulfur, where the beast and the false prophet had been thrown. They will be tormented day and night for ever and ever.\n(19.)Revelation 20:15}Anyone whose name was not found written in the book of life was thrown into the lake of fire.\n(20.)Matthew 5:22}But I tell you that anyone who is angry with a brother or sister will be subject to judgment.Again, anyone who says to a brother or sister, \'Raca,\' is answerable to the court. And anyone who says,\'You fool!\'will be in danger of the fire of hell.\n(21.)Matthew 13:50}and throw them into the blazing furnace, where there will be weeping and gnashing of teeth.\n(22.)Hebrews 9:27}Just as people are destined to die once, and after that to face judgment,\n(23.)Hebrews 10:31}It is a dreadful thing to fall into the hands of the living God.\n(24.)Psalm 139:7-8}Where can I go from your Spirit? Where can I flee from your presence?If I go up to the heavens, you are there; if I make my bed in the depths, you are there.\n(25.)Acts 2:27}because you will not abandon me to the realm of the dead, you will not let your holy one see decay.\n(26.)Matthew 7:13}""Enter through the narrow gate. For wide is the gate and broad is the road that leads to destruction, and many enter through it.\n(27.)Matthew 25:41}""Then he will say to those on his left, \'Depart from me, you who are cursed, into the eternal fire prepared for the devil and his angels.\n(28.)Hebrews 12:29}for our ""God is a consuming fire.""\n(29.)Romans 2:12}All who sin apart from the law will also perish apart from the law, and all who sin under the law will be judged by the law.\n(30.)Mark 9:43}If your hand causes you to stumble, cut it off. It is better for you to enter life maimed than with two hands to go into hell, where the fire never goes out.\n(31.)Hebrews 2:14-15}Since the children have flesh and blood,he too shared in their humanity so that by his death he might break the power of him who holds the power of death-that is, the devil and free those who all their lives were held in slavery by their fear of death.', 'when the people 🤣 \nthw music😀', 'Ed Sheeran is magic. A naturally wonderful artist.', 'This is not true 😂', ""I'm trave most computer because one chemical can't put back man"", '❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤', 'Ed melted himself', 'This song is an absolute banger. I love it 😍']"
141,Soulja Boy Tell&#39;em - Crank That ,570937278,4627457.0,210600,"Hip hop music, Music",238.0,"['u awnga te😂😂😂😂😂😂😂😂', '14 YEARS LATER.... I WAS 28 YEARS OLD WHEN I FOUND OUT BOWWOW AND OMARION WERE A FLASH FEAT IN THE VIDEO @ 2:27. LEARN SOMETHING NEW EVERYDAY.', 'again here', 'Today years old when I realized he stole crank that Batman an blew up', 'I’m old af watching this', '0:15', '100%❤', 'Православные вперед патриарх кирилл ведет', '😊😊😊', 'это же из трека дмтбоя снафф блогер']"
142,Rema - Calm Down ,569863027,4704445.0,71105,"Music, Pop music",220.0,"['We love you Remaaaaaaaa🎉', 'No one', 'calm down ⬇️', 'SABAKI YABUTSA', 'Who is here in 2025? Reporting live from azberjan', ""Who's Watching This In February 2024‽"", '12345678904273757.729👣🥩', 'Everyone it’s February not January', 'Another Banger 🔥 🥶', 'Who is here in 2030?']"
143,Desiigner - Panda ,566995278,6638773.0,224739,"Hip hop music, Music",243.0,"['LOL WOW ME', 'I WAS OBBBSESSSED WITH THIS SONG LOL', '🧸', '❤🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🦡🦡🦡🦡', '❤🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🦡🦡🦡🦡', '❤🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🦡🦡🦡🦡', '❤🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🦡🦡🦡🦡', '❤🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🦡🦡🦡🦡', '❤🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🦡🦡🦡🦡', 'This legit has become close to a classic even though without understanding the other part of the lyrics. After this song he fell hard.']"
144,Modern Talking - Cheri Cheri Lady ,564120809,3225621.0,102692,"Music, Pop music",198.0,"['Yes im here', 'mercedes araçların dayanıklılıkları ile ilgili videoların arka fonunda denk geldim orjinalini bulup dinlemek istedim😊', 'Anyone in Feb 2024?', 'This song never gets old 🙌💚', 'Кто рус', 'Anyone in 2024?', 'Woow', '2024😅', 'Anyone in 2025?', 'Can we agree,this song is evergreen and people will listen it in 2124...?\nMe in feb,2024🧡🧡🧡🧡']"
145,Alec Benjamin - Let Me Down Slowly [Official Music Video],563511203,7749585.0,118359,"Music, Pop music",178.0,"['MY NEW ALBUM IS COMING MAY 29TH !!! pre order here : https://alecbenjamin.lnk.to/TheseTwoWindowsID', ""💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔 I'm so depressed i will die😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭"", 'Anyone 2024....😢❤❤', 'Música linda 2024', 'Я думала что девушка поет но оказалось что парень 😮', 'So heart touchable song I love it', '😭😭😭 bro i cried', ""Who's here in 2024 February ❤"", 'Who’s in 2024✋🏾', '😢😔🥺🙃🆗 best song🙃🙏😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😏🤕😭😭😭😢']"
146,Ariana Grande - positions ,560148238,8433805.0,345139,"Music, Pop music",178.0,"['😍😍😍😍', 'When I was 15 I passed by the number two guy in the world he was scared to me because I broke his kids good job 50 times in a boxing ring his coach wouldn’t let them quit he was 20 and I was 12 and I was tougher than him and this guy dropped people when he went in there and he can drop me when I was 12 years old I was tougher than the number for Fourth guy of today recording to the hall angels. Marc Bouchard The Tasmanian devil confiscate thousand and 12 till now across Canada when I was 12 I wanted to be in HA I am the Tasmanian devil people think I’m older but I’m not because LeTang you lied about my age I was 12 years old fighting people 20 years old national champions and p on how tough I was I was fighting a national champion level I beat p and national champions  when I was 15 I passed by the number two guy in the world and he was scared of me because they broke the guys jaw more than 50 times in a boxing ring I was 12 years old he was 20 this guy and he drive people in the ring and he can drop me this guy should be in the Hall of Fame and I beat him I kicked his ass if people don’t treat you better I’ll beat them up I’ll put them on my list and a beat Dennis shavers in a boxing match get kicked his ass dropped him so I’m considered the baddest man on the planet when I join the hell’s angels I’ll be the number one guy I’m already affiliated with them I help them I would kill for them There’s a A A biker gang that doesn’t wear patches anymore cause you’re scared of kill them', '2024 here', 'Wow', 'Anyone here in 2025?', 'hey it’s 560 millions', 'miss this era', 'lets  Builds apps from here', 'SHE SAID THE F WORD AT 1:02 😡😡👺🚫🚫👺😡😡', 'She would probably be better than anyone at the White House now!']"
147,Roddy Ricch - The Box [Official Music Video],557377375,8528906.0,200437,"Hip hop music, Music",213.0,"['‘LIVE LIFE FAST’ out now 🦅: https://RoddyRicch.lnk.to/LLFID', 'IM LISTENING IN 2024 who else is watching in 2024', '2:18: ❤ here for this', 'This is the only song I really like from him Everyone has that one song and this is his', 'Best song 🎉🤤', 'my dumb ahh who thought he actually put a “stick” in the box💀', 'This and the Indian version is such a banger', 'She sucked a ...', ""Pullin' out the coupe at the lot\r\nTold 'em fuck 12, fuck SWAT\r\nBustin' all the bells out the box\r\nI just hit a lick with the box\r\nHad to put the stick in a box, mmh\r\nPour up the whole damn seal, I'ma get lazy\r\nI got the mojo deals, we been trappin' like the '80s\r\nShe sucked a nigga soul, gotta Cash App\r\nTold 'em wipe a nigga nose, say slatt, slatt\r\nI won't never sell my soul, and I can back that\r\nAnd I really wanna know, where you at, at?\r\nI was out back, where the stash at?\r\nCruise the city in a bulletproof Cadillac (skrrt)\r\n'Cause I know these niggas after where the bag at (yeah)\r\nGotta move smarter, gotta move harder\r\nNiggas try to get me for my water\r\nI'll lay his ass down on my son, or my daughter\r\nI had the Draco with me, Dwayne Carter\r\nLotta niggas out here playin', ain't ballin'\r\nI done out my whole arm in the rim, Vince Carter (yeah)\r\nAnd I know probably get a key for the quarter\r\nShawty barely seen in double C's, I bought 'em\r\nGot a bitch that's looking like Aaliyah, she a model\r\nI got the pink slip, all my whips is key-less\r\nCompton, I'm about to get the key to the city\r\nPatek like the sea, forgive me\r\nPullin' out the coupe at the lot\r\nTold 'em fuck 12, fuck SWAT\r\nBustin' all the bells out the box\r\nI just hit a lick with the box\r\nHad to put the stick in a box, mmh\r\nPour up the whole damn seal, I'ma get lazy\r\nI got the mojo deals, we been trappin' like the '80s\r\nShe sucked that nigga soul, gotta Cash App\r\nTold 'em wipe a nigga nose, say slatt, slatt\r\nI won't never sell my soul, and I can back that\r\nAnd I really wanna know, where you at, at? Huh\r\nHa-ha-ha, I been movin' 'em out\r\nIf Steelo with me, then he got the blues in the pouch (yeah)\r\nTook her to the forrest, put wood in her mouth\r\nBitch don't wear no shoes in my house\r\nThe private I'm flyin' in, I never wanna fly again\r\nI'll take my chances in traffic (yeah)\r\nShe suckin' on dick, no hands with it\r\nI just made the Rollie plain like a landing-strip\r\nI'm a 2020 president candidate\r\nI done put a hundred bands on Zimmerman, shit\r\nI been movin' real gangsta', so that's why she pick a Crip\r\nShawty call me Crisco, 'cause I pop my shit\r\nGot it out the mud, there's nothin' you can tell me, yeah\r\nWhen I had the drugs, I was street-wealthy, yeah\r\nPullin' out the coupe at the lot\r\nTold 'em fuck 12, fuck SWAT\r\nBustin' all the bells out the box\r\nI just hit a lick with the box\r\nHad to put the stick in a box, mmh\r\nPour up the whole damn seal, I'ma get lazy\r\nI got the mojo deals, we been trappin' like the '80s\r\nShe sucked a nigga soul, gotta Cash App\r\nTold 'em wipe a nigga nose, say slatt, slatt\r\nI won't never sell my soul, and I can back that\r\nAnd I really wanna know, where you at, at?"", 'Get more water']"
148,The Killers - Mr. Brightside ,551853535,2838158.0,97632,"Independent music, Music, Pop music, Rock music",228.0,"['Who recognized Eric Roberts in this video? :)', 'We need more songs like this...', 'Oh dear, the memories all drunk and bad.', 'fortnite festival banger😂', ""Coming out of my cage\nAnd I've been doing just fine\nGotta gotta be down\nBecause I want it all\nIt started out with a kiss\nHow did it end up like this?\nIt was only a kiss, it was only a kiss\nNow I'm falling asleep\nAnd she's calling a cab\nWhile he's having a smoke\nAnd she's taking a drag\nNow they're going to bed\nAnd my stomach is sick\nAnd it's all in my head\nBut she's touching his chest now\nHe takes off her dress now\nLet me go\n\nAnd I just can't look, it's killing me\nAnd taking control\nJealousy, turning saints into the sea\nSwimming through sick lullabies\nChoking on your alibis\nBut it's just the price I pay\nDestiny is calling me\nOpen up my eager eyes\n'Cause I'm Mr. Brightside\n\nI'm coming out of my cage\nAnd I've been doing just fine\nGotta gotta be down\nBecause I want it all\nIt started out with a kiss\nHow did it end up like this?\nIt was only a kiss, it was only a kiss\nNow I'm falling asleep\nAnd she's calling a cab\nWhile he's having a smoke\nAnd she's taking a drag\nNow they're going to bed\nAnd my stomach is sick\nAnd it's all in my head\nBut she's touching his chest now\nHe takes off her dress now\nLet me go\n\n'Cause I just can't look, it's killing me\nAnd taking control\nJealousy, turning saints into the sea\nSwimming through sick lullabies\nChoking on your alibi\nBut it's just the price I pay\nDestiny is calling me\nOpen up my eager eyes\n'Cause I'm Mr. Brightside\nI never\nI never\nI never\nI never"", '2:30 Mr Brightside hitting a griddy', 'This song will  never get old', 'One of the best songs ever', 'This songs sounds happy and sad at the same time😢', 'GO BLUE!']"
149,Mary J. Blige - Family Affair ,547675999,2766316.0,40006,"Hip hop music, Music, Pop music, Reggae, Rhythm and blues",225.0,"['2:11 2:13', 'YURI ALBERTO YURI GOL E ELLIIIIIIIIIIIIIIIIII O ATRAPALHADO', 'BELIGOL BELIHAN E ELIIIIIIIIIIIIIIIIIIIIIII', 'Okay I see yourall', 'Só quem veio por conta do beligham', '🎉🎉🎉', 'hello there', '“É ele o iluminado beligol “ 😂❤', 'Not it being 2024 and my 11 year old was singing this song LOL', 'Feb/2024 here']"
150,Ed Sheeran - Castle On The Hill [Official Music Video],541953280,3074814.0,89981,"Christian music, Music, Pop music, Rock music",288.0,"['18773', '7 years later, and this song still amazing!!!', 'The best song that i ever heard 😭 we respect this song', 'Left hand right hand\nYour interpretation???', 'This masterpiece truly has meaning,a story,and the way of growing up..someday this song would be nastogic.', 'I LOVE the rasp in his voice in this song', 'Are there any pictures of young Ed & his wifey or him and his teen homies together?', 'When you realize that this was perfectly fit for how to train your Dragon 3 after the previous songs that were used.', 'Essa canção me lembra os meus 15 anos de idade, que foi quando escutei pela primeira vez.', '❤❤❤']"
151,LP - Lost On You ,536526562,3854420.0,92814,"Music, Pop music",271.0,"['Watch the video for LP’s latest single “Golden” here: https://www.youtube.com/watch?v=whwMBPc1EBE', 'Anyone in 2024?', 'Nachiii ce ih sveee u kontejnerimaaa jedan dann', 'Kaj ideshhhhh smecheeee bacit pederuuuuuuu maliiiiiiii', 'I malooooooo govnoooooooo od Andreaa', 'To suuuuu rodjaciiiiiii jebachiiiiii od doktoraaa u kukuljevicevoj...Taj smrad I djubreee on Anitaaaa I Ninaaaa kurvicaaaaaaaaaaa', 'Taj kretencekkkk iz kukuljeviceveee ce najebat skupaaa sa Ninoom I njihoovim jebachimaaaa makarrrrrrrrrrr krepalaaaa I zavrshilaaa u zatvoruuu', 'Good teatcheer?', 'February 7', 'I LOVE THIS SONG']"
152,"Alok, Bruno Martini feat. Zeeba - Hear Me Now ",535250284,4436650.0,114942,"Electronic music, Music, Pop music",265.0,"['In need of more hot summer tunes? Check out our Summer Sounds 2022 playlist on Spotify: https://spinnin.lnk.to/summersoundsYT', '2024?', 'Alguém ouvindo em 2024? Muito top!!', 'Who is listening un 2024???', 'Офигеный клип и песня до слёз', 'Buena musica', 'Medio tristesa😢', '2024 ❤❤❤❤', 'KAKAKAKAK, cantei com o bixo do YouTube', '😢😢']"
153,Eminem - Sing For The Moment ,530179287,3071567.0,107766,"Hip hop music, Music, Rock music",326.0,"['I love EmineM n respect  you🎉🎉🎉❤❤❤ still....one and only.....🇱🇰', 'ไอ้หมอนี่ท่าทางมันเก๋าเหลือเกิน.', ""Guess who's back 🔥"", 'I remember when Eminem was canceled', '2024', 'Good crime', 'Legendary artist best artist', 'Song name pls', '❤', ""Had to delete Eminem off my music player. \r\n\r\nHe raps about censorship and parental advisory in 'White America' then endorses Biden in 2020 who merged State with corporation (Twtter) to censor hundreds of thousands of Americans before an election. An act Mussolini called the makings of a dictatorship. \r\n\r\nNot to mention Eminem has 3 daughters yet he endorsed Biden who is on C-Span pinching 8yr old Piacesi's npple, and much more. \r\n\r\nFeminem disappointed me. Especially as I was a fan of his music.""]"
154,Green Day - 21 Guns [Official Music Video],529693218,3198139.0,129692,"Independent music, Music, Pop music, Rock music",326.0,"[""We just announced a MASSIVE tour 🌏 All the details you need for The Saviors Tour are on greenday.com/tour\n\nNew album ‘Saviors' out January 19th, 2024, pre-order it now https://greenday.lnk.to/saviors"", 'When this came out I was homeless, on drugs, and then jail. I now have a house, job, and husband. This song and “Clover Cage - In The Sky” are the two songs that helped get rid of my depression. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you 💝 😊', ""If I haf 21 kids I'd probly know bout it"", 'He’s a fucking communist puppet. “Lay down you’re arms”. For who?', '.', 'Anyone watching in 2030', '4444r44\n\n\n3\n3\n3\n33', 'nice', 'Fav. Ng mga tao sa Videokehan', ""Green Day is Good!!! YES!!! Soooo Rad!!! May God Bless y'all Richly and Jesus Peace!!! 😮❤😂🎉""]"
155,Richard Marx - Right Here Waiting ,527759342,3085159.0,79544,"Music, Pop music, Rock music",263.0,"['Вспоминаются школьные дискотеки 💃 песня супер 🥰🥰🥰', 'who listen 2024😊', 'So beautiful song 😢', '❤❤❤', 'Nunca nadie pudo ocupar tu lugar eras única hace 30 años y lo sigues siendo hoy. No existe el día en que no te piense, no existe el día que no te nombre y no existe la noche que no te llore. Espero pronto irme y terminar con este vacío.', '2024', '😢😢😢', '2024🙏👑', ""It's Crazy that even after 1 year. I still feel the pain of losing my grandpa, we used to go fishing in the lake every weekends. I never got the chance to have a last talk because i was playing an online game. It's crazy to think that when you least expect it. Someone will go. So please. If you have someone, your parents,siblings etc. Tell them you love them before it's too late"", 'Still waiting ❤']"
156,Cardi B - WAP feat. Megan Thee Stallion [Official Music Video],521788244,9016396.0,590242,"Hip hop music, Music",253.0,"[""US Billboard Hot 100 #1 - 4 wks (Aug 22, 2020) | 1108#1 '58 | the Best Music Video!"", 'Spineless YouTube putting the pg13 lyrics on here…why do they pretend to be cool, they’re just cowardly and weak. This version sucks wap.', 'This is Degrading', 'eat or die . cardi and megan  :', 'I’m here from Megan’s live', 'Hell yeah', ""why did they make the lyric's child friendly"", 'They showed all of hoes but i did not expect to see Rosalia lol', 'These girls got more plastic between them than all the oceans', 'There’s no other way, all you can do is watch them play.']"
157,Owl City - Fireflies ,519808528,4749317.0,380726,"Music, Pop music",233.0,"['Still a banger today.\nMiss ya bud.\n-Dom', 'always loved this song but Black-ish brought me here again', 'Modern Warfare 2, This song. No worries, life is great.', 'best and first song', 'Hope you\'d like ""Fireflies"" piano cover on my channell :)', 'akhirnya ketemuu lagi inii 😂😂😂😂', 'a song from a simpler life 14 years ago.', 'Wow this song is so old😢😢     ¥€§¢£∆', '2024 still listening💕', 'This song deserve more views']"
158,Maan Meri Jaan | Official Music Video | Champagne Talk | King,517981913,5833325.0,81112,"Music, Music of Asia",259.0,"['400 MILLION TODAY ✅🪄🌎🔥\nThanks to each and everyone for listening it on loop and pushing it forward. Now we have 2 songs in 400 million club! ♥️🔥 / New Life aa rahi hai. “🗝️ 🌎” \n\n#kingsclanforlife #evergreens #anotherone #kingsclanforlife #goodmusicwins', 'फरवरी 2024  me kon kon sun RHA h sb', '❤❤❤', 'Nice Song 😊😊😊😊😊😊😊', '❤', '❤❤❤❤❤❤😂😂❤❤❤🎉🎉🎉🎉😮😮😮😮😊😊😊😊', 'Wow ❤', '❤️❤️😢😢', 'Bast rap 😢❤', 'I love this song...🥺🥺']"
159,Kungs vs Cookin’ on 3 Burners - This Girl ,515065471,3280670.0,91171,"Electronic music, Music, Pop music",198.0,"['He was 20 years old when he made this 😮', ""2024 and It's still gives me vibes"", '7500P', '💯', 'Se child + Si child = Tasty fun :D', ""2:54. Blink and you'll miss it."", 'Ma sonnerie de college (ancienne)', 'LOVEEE', ""Listening to this summer song when it's still winter is sad"", 'still lit']"
160,The Black Eyed Peas - Meet Me Halfway ,510096709,2295010.0,75630,"Electronic music, Hip hop music, Music, Pop music",290.0,"['Legend', 'Quien en 2024  😊?', 'Very interesting video, i forgot how much i love these song, especially now', '2024 from zimbabwe stil here good music never die not music from industry plants like Taylor swift', ""Who's here in 2024 ?"", 'Классная песня клип шикарен❤❤❤......', '2024🎉', 'What a hit', 'Still 🔥🔥2024', 'This song will always hold a place in my heart. I miss those days!']"
